52:26.8,-0.014063,1.01172,-0.128906
52:27.3,-0.015234,1.01016,-0.130859
52:27.8,-0.011328,1.01016,-0.126172
52:28.3,-0.011719,1.01172,-0.129297
52:28.8,-0.011719,1.00781,-0.128906
52:29.3,-0.011719,1.00781,-0.128125
52:29.8,-0.011719,1.00781,-0.126563
52:30.3,-0.012891,1.00781,-0.128906
52:30.8,-0.012891,1.00781,-0.128125
52:31.3,-0.0125,1.00977,-0.126172
52:31.8,-0.012109,1.00937,-0.126953
52:32.3,-0.013281,1.00937,-0.126563
52:32.8,-0.010937,1.01094,-0.130078
52:33.3,-0.013672,1.01094,-0.127344
52:33.8,-0.0125,1.00898,-0.126953
52:34.3,-0.013281,1.00977,-0.125
52:34.8,-0.011719,1.0082,-0.126172
52:35.3,-0.015234,1.01172,-0.126172
52:35.8,-0.014844,1.01289,-0.129688
52:36.3,-0.0125,1.00977,-0.126172
52:36.8,-0.013281,1.00781,-0.128516
52:37.3,-0.0125,1.00781,-0.127344
52:37.8,-0.011328,1.01133,-0.132422
52:38.3,-0.015625,1.01133,-0.132031
52:38.8,-0.012891,1.01094,-0.128516
52:39.3,-0.013281,1.01211,-0.129297
52:39.8,-0.013672,1.01172,-0.125781
52:40.3,-0.012109,1.01094,-0.123438
52:40.8,-0.013672,1.01328,-0.126563
52:41.3,-0.012891,1.01055,-0.129297
52:41.8,-0.014453,1.0082,-0.128516
52:42.3,-0.012891,1.01094,-0.128906
52:42.8,-0.012109,1.00937,-0.13125
52:43.3,-0.014844,1.01016,-0.133203
52:43.8,-0.012109,1.01133,-0.128906
52:44.3,-0.012891,1.01172,-0.130078
52:44.8,-0.013672,1.01094,-0.130078
52:45.3,-0.014063,1.01172,-0.130078
52:45.8,-0.013672,1.00977,-0.128516
52:46.3,-0.012891,1.00937,-0.125
52:46.8,-0.012109,1.00977,-0.129688
52:47.3,-0.014453,1.01172,-0.126953
52:47.8,-0.015234,1.01172,-0.130469
52:48.3,-0.011719,1.01172,-0.125781
52:48.8,-0.013672,1.00937,-0.127734
52:49.3,-0.014844,1.01406,-0.128906
52:49.8,-0.013281,1.01289,-0.133594
52:50.3,-0.013672,1.01133,-0.128516
52:50.8,-0.015234,1.01172,-0.130469
52:51.3,-0.015625,1.01172,-0.126953
52:51.8,-0.016797,1.01367,-0.130859
52:52.3,-0.014844,1.01055,-0.128906
52:52.8,-0.014063,1.00781,-0.125
52:53.3,-0.013672,1.00859,-0.128906
52:53.8,-0.015625,1.01211,-0.128906
52:54.3,-0.0125,1.01172,-0.127344
52:54.8,-0.014453,1.01133,-0.126563
52:55.3,-0.015625,1.01094,-0.13125
52:55.8,-0.014453,1.01211,-0.135937
52:56.3,-0.011719,1.01172,-0.126953
52:56.8,-0.0125,1.01016,-0.126172
52:57.3,-0.011719,1.0082,-0.127734
52:57.8,-0.013672,1.01055,-0.129297
52:58.3,-0.013281,1.01133,-0.125
52:58.8,-0.011719,1.00977,-0.128906
52:59.3,-0.010937,1.00859,-0.126563
52:59.8,-0.012891,1.01055,-0.126563
53:00.3,-0.011328,1.01055,-0.126953
53:00.8,-0.012109,1.00781,-0.125781
53:01.3,-0.011719,1.00898,-0.125
53:01.8,-0.016406,1.00977,-0.133984
53:02.3,-0.013672,1.00937,-0.127734
53:02.8,-0.014844,1.00898,-0.13125
53:03.3,-0.015625,1.01172,-0.131641
53:03.8,-0.014063,1.01289,-0.132422
53:04.3,-0.015234,1.01133,-0.128516
53:04.8,-0.015625,1.01289,-0.131641
53:05.3,-0.014453,1.01016,-0.130859
53:05.8,-0.011719,1.01055,-0.130859
53:06.3,-0.014063,1.0082,-0.125391
53:06.8,-0.014063,1.01172,-0.126172
53:07.3,-0.014453,1.01211,-0.125781
53:07.8,-0.011719,1.01211,-0.131641
53:08.3,-0.015234,1.01094,-0.128125
53:08.8,-0.011719,1.01172,-0.123828
53:09.3,-0.011328,1.01016,-0.127344
53:09.8,-0.013281,1.01211,-0.135156
53:10.3,-0.013281,1.00898,-0.125781
53:10.8,-0.017188,1.01328,-0.127734
53:11.3,-0.0125,1.01289,-0.126563
53:11.8,-0.014063,1.01172,-0.129688
53:12.3,-0.0125,1.01172,-0.128516
53:12.8,-0.013281,1.01016,-0.121484
53:13.3,-0.013281,1.01094,-0.130859
53:13.8,-0.014453,1.01172,-0.130078
53:14.3,-0.010937,1.01094,-0.130469
53:14.8,-0.016797,1.0125,-0.130859
53:15.3,-0.0125,1.01055,-0.130078
53:15.8,-0.017969,1.01172,-0.132422
53:16.3,-0.0125,1.00781,-0.124609
53:16.8,-0.012891,1.0125,-0.126172
53:17.4,-0.015234,1.01172,-0.135547
53:17.8,-0.010156,1.01055,-0.128125
53:18.3,-0.012891,1.01211,-0.129297
53:18.8,-0.014063,1.01172,-0.130469
53:19.3,-0.013672,1.01133,-0.129688
53:19.8,-0.011328,1.01055,-0.134766
53:20.3,-0.012109,1.01055,-0.128125
53:20.8,-0.015234,1.00898,-0.127344
53:21.3,-0.014063,1.01094,-0.127734
53:21.8,-0.013672,1.01055,-0.125781
53:22.3,-0.014844,1.01172,-0.124609
53:22.8,-0.015625,1.01172,-0.123828
53:23.3,-0.015234,1.00898,-0.13125
53:23.8,-0.014453,1.01133,-0.130078
53:24.3,-0.012109,1.01172,-0.126563
53:24.8,-0.010937,1.00781,-0.128906
53:25.3,-0.011328,1.00781,-0.126172
53:25.8,-0.014453,1.00781,-0.125
53:26.3,-0.012891,1.00859,-0.126172
53:26.8,-0.013281,1.00977,-0.129688
53:27.3,-0.011328,1.00781,-0.129297
53:27.8,-0.012891,1.00859,-0.128516
53:28.3,-0.011719,1.00781,-0.128906
53:28.8,-0.011719,1.01133,-0.128125
53:29.3,-0.010547,1.01172,-0.126563
53:29.8,-0.012109,1.01328,-0.128516
53:30.3,-0.016016,1.01055,-0.129297
53:30.8,-0.0125,1.00781,-0.129297
53:31.3,-0.015625,1.00859,-0.128125
53:31.8,-0.010547,1.0082,-0.125391
53:32.3,-0.011328,1.0082,-0.127344
53:32.8,-0.013281,1.01211,-0.126953
53:33.3,-0.011719,1.01016,-0.126172
53:33.8,-0.012109,1.00664,-0.125781
53:34.3,-0.012891,1.00781,-0.125391
53:34.8,-0.010937,1.01016,-0.125391
53:35.3,-0.014844,1.01094,-0.126563
53:35.8,-0.012891,1.01094,-0.126172
53:36.3,-0.013281,1.00977,-0.126953
53:36.8,-0.016016,1.01055,-0.127344
53:37.3,-0.019531,1.01172,-0.126563
53:37.8,-0.011719,1.01016,-0.123828
53:38.3,-0.012109,1.01016,-0.132813
53:38.8,-0.013281,1.0125,-0.128125
53:39.3,-0.014453,1.00937,-0.125
53:39.8,-0.013281,1.01055,-0.126953
53:40.3,-0.012109,1.01055,-0.13125
53:40.8,-0.011328,1.00937,-0.130469
53:41.3,-0.013281,1.00781,-0.126953
53:41.8,-0.011719,1.01172,-0.126563
53:42.3,-0.014844,1.01172,-0.129688
53:42.8,-0.0125,1.01094,-0.129688
53:43.3,-0.013281,1.01055,-0.129688
53:43.8,-0.013281,1.00977,-0.127734
53:44.3,-0.014063,1.01133,-0.128125
53:44.8,-0.009375,1.01094,-0.125
53:45.3,-0.014844,1.00977,-0.127734
53:45.8,-0.014844,1.01172,-0.127344
53:46.3,-0.014844,1.0125,-0.131641
53:46.8,-0.014453,1.01016,-0.124609
53:47.3,-0.014844,1.01055,-0.124609
53:47.8,-0.012109,1.01211,-0.130859
53:48.3,-0.010937,1.01055,-0.126563
53:48.8,-0.010156,1.00977,-0.129688
53:49.3,-0.009375,1.00781,-0.128906
53:49.8,-0.012109,1.00937,-0.127734
53:50.3,-0.011719,1.01055,-0.125391
53:50.8,-0.011719,1.00781,-0.129297
53:51.3,-0.011719,1.00937,-0.125
53:51.8,-0.011719,1.01094,-0.127734
53:52.3,-0.012891,1.00937,-0.125
53:52.8,-0.011719,1.01172,-0.127344
53:53.3,-0.0125,1.01055,-0.127344
53:53.8,-0.014844,1.01133,-0.128906
53:54.3,-0.016406,1.01289,-0.128516
53:54.8,-0.015234,1.01016,-0.128125
53:55.3,-0.0125,1.01094,-0.126953
53:55.8,-0.012891,1.01055,-0.127344
53:56.3,-0.0125,1.0082,-0.128516
53:56.8,-0.014453,1.01016,-0.126563
53:57.3,-0.014844,1.01172,-0.128906
53:57.8,-0.014063,1.00977,-0.125781
53:58.3,-0.013672,1.00859,-0.129688
53:58.8,-0.013281,1.0082,-0.129297
53:59.3,-0.012109,1.01016,-0.128516
53:59.8,-0.014453,1.00937,-0.130078
54:00.3,-0.015625,1.00781,-0.13125
54:00.8,-0.0125,1.00937,-0.132422
54:01.3,-0.014453,1.01172,-0.130859
54:01.8,-0.012891,1.01133,-0.132031
54:02.3,-0.013281,1.01055,-0.126172
54:02.8,-0.014063,1.00977,-0.128516
54:03.3,-0.013281,1.01172,-0.128516
54:03.8,-0.0125,1.01055,-0.124609
54:04.3,-0.011719,1.00977,-0.128125
54:04.8,-0.014844,1.01055,-0.130469
54:05.3,-0.011328,1.01094,-0.129297
54:05.8,-0.012891,1.01133,-0.128125
54:06.3,-0.011719,1.01211,-0.130078
54:06.8,-0.014453,1.00977,-0.125391
54:07.3,-0.013672,1.01055,-0.132031
54:07.8,-0.0125,1.00937,-0.128125
54:08.3,-0.011719,1.01094,-0.132813
54:08.8,-0.012891,1.0082,-0.13125
54:09.3,-0.012109,1.01172,-0.130469
54:09.8,-0.014063,1.01172,-0.127344
54:10.3,-0.014063,1.01172,-0.127734
54:10.8,-0.014453,1.01172,-0.128906
54:11.3,-0.014844,1.01094,-0.129297
54:11.8,-0.0125,1.00859,-0.126953
54:12.3,-0.017578,1.00977,-0.128516
54:12.8,-0.013281,1.00977,-0.128125
54:13.3,-0.010937,1.01172,-0.124609
54:13.8,-0.016016,1.01172,-0.128516
54:14.3,-0.0125,1.0125,-0.130469
54:14.8,-0.014844,1.01016,-0.129297
54:15.3,-0.0125,1.00898,-0.126953
54:15.8,-0.011719,1.01016,-0.127344
54:16.3,-0.011328,1.01016,-0.128906
54:16.8,-0.011719,1.01094,-0.128906
54:17.3,-0.013281,1.00859,-0.128906
54:17.8,-0.011719,1.01133,-0.128516
54:18.3,-0.0125,1.00898,-0.127344
54:18.8,-0.012109,1.00898,-0.128516
54:19.3,-0.011719,1.00977,-0.125781
54:19.8,-0.013281,1.01016,-0.126953
54:20.3,-0.014063,1.00781,-0.13125
54:20.8,-0.014453,1.01133,-0.128906
54:21.3,-0.011719,1.01016,-0.125
54:21.8,-0.013281,1.01055,-0.128516
54:22.3,-0.012891,1.01133,-0.129688
54:22.8,-0.0125,1.01055,-0.128125
54:23.3,-0.014063,1.01133,-0.127344
54:23.8,-0.015625,1.01328,-0.129297
54:24.3,-0.014063,1.01172,-0.130469
54:24.8,-0.014844,1.01211,-0.126953
54:25.3,-0.013672,1.01133,-0.128125
54:25.8,-0.014844,1.00898,-0.122656
54:26.3,-0.012109,1.01094,-0.130859
54:26.8,-0.0125,1.01172,-0.125
54:27.3,-0.013672,1.0125,-0.125781
54:27.8,-0.012891,1.01133,-0.128516
54:28.3,-0.011328,1.01211,-0.129688
54:28.8,-0.0125,1.01172,-0.128125
54:29.3,-0.013281,1.01094,-0.128906
54:29.8,-0.0125,1.00937,-0.127734
54:30.3,-0.011719,1.01172,-0.128125
54:30.8,-0.015625,1.0125,-0.119922
54:31.3,-0.001953,0.258984,-0.616797
54:31.8,-0.003906,0.004687,-1.04102
54:32.3,-0.009766,0.007812,-1.03945
54:32.8,-0.008594,0.007812,-1.03867
54:33.3,-0.008203,0.004297,-1.03789
54:33.8,-0.007031,0.005469,-1.03867
54:34.3,-0.006641,0.005469,-1.04102
54:34.8,-0.010156,0.004297,-1.04258
54:35.3,-0.009375,0.007422,-1.04375
54:35.8,-0.010547,0.007812,-1.0418
54:36.3,-0.008984,0.007422,-1.03984
54:36.8,-0.008594,0.007812,-1.04062
54:37.3,-0.010156,0.00625,-1.04102
54:37.8,-0.012109,0.008984,-1.04922
54:38.3,-0.011719,0.007812,-1.04023
54:38.8,-0.008984,0.007031,-1.04102
54:39.3,-0.008594,0.005859,-1.03711
54:39.8,-0.007812,0.002344,-1.03906
54:40.3,-0.007812,0.003906,-1.03906
54:40.8,-0.008984,0.003906,-1.03906
54:41.3,-0.005078,0.006641,-1.03906
54:41.8,-0.007031,0.00625,-1.03906
54:42.3,-0.007812,0.007812,-1.03828
54:42.8,-0.008594,0.005078,-1.03984
54:43.3,-0.005859,0.003906,-1.03906
54:43.8,-0.00625,0.004297,-1.03867
54:44.3,-0.005469,0.00625,-1.03945
54:44.8,-0.005859,0.007812,-1.0418
54:45.3,-0.009375,0.007812,-1.04102
54:45.8,-0.007422,0.007812,-1.04062
54:46.3,-0.009766,0.007812,-1.04219
54:46.8,-0.010156,0.006641,-1.0375
54:47.3,-0.007812,0.007422,-1.03945
54:47.8,-0.008203,0.007812,-1.04062
54:48.3,-0.007812,0.007812,-1.03984
54:48.8,-0.008203,0.007812,-1.0418
54:49.3,-0.007812,0.007812,-1.03945
54:49.8,-0.007422,0.007812,-1.03984
54:50.3,-0.008594,0.007812,-1.04336
54:50.8,-0.009375,0.005859,-1.03945
54:51.3,-0.005859,0.007812,-1.04023
54:51.8,-0.006641,0.007812,-1.04219
54:52.3,-0.009375,0.006641,-1.03984
54:52.8,-0.008594,0.008594,-1.04453
54:53.3,-0.00625,0.00625,-1.03711
54:53.8,-0.009375,0.006641,-1.04297
54:54.3,-0.008594,0.007422,-1.03828
54:54.8,-0.008594,0.008594,-1.03984
54:55.3,-0.007812,0.007812,-1.04258
54:55.8,-0.011328,0.007812,-1.04219
54:56.3,-0.005469,0.005469,-1.04102
54:56.8,-0.007812,0.007031,-1.04336
54:57.3,-0.009375,0.007812,-1.04141
54:57.8,-0.008594,0.007812,-1.04023
54:58.3,-0.007031,0.007812,-1.0418
54:58.8,-0.005859,0.007812,-1.04102
54:59.3,-0.008984,0.005078,-1.03672
54:59.8,-0.011328,0.007812,-1.03945
55:00.3,-0.008984,0.007812,-1.0418
55:00.8,-0.013672,0.007812,-1.04453
55:01.3,-0.006641,0.007812,-1.04102
55:01.8,-0.007812,0.007812,-1.03672
55:02.3,-0.005859,0.007812,-1.04297
55:02.8,-0.004687,0.007812,-1.04375
55:03.3,-0.008594,0.004297,-1.04219
55:03.8,-0.006641,0.003906,-1.03867
55:04.3,-0.006641,0.006641,-1.03867
55:04.8,-0.007031,0.004687,-1.03906
55:05.3,-0.007422,0.003906,-1.04414
55:05.8,-0.003906,0.003906,-1.04062
55:06.3,-0.005859,0.005469,-1.0375
55:06.8,-0.007422,0.003906,-1.04141
55:07.3,-0.007031,0.003906,-1.03906
55:07.8,-0.005859,0.003906,-1.03867
55:08.3,-0.007812,0.003906,-1.03906
55:08.8,-0.007812,0.006641,-1.0418
55:09.3,-0.007422,0.003906,-1.03984
55:09.8,-0.008203,0.003906,-1.04297
55:10.3,-0.008984,0.003906,-1.04023
55:10.8,-0.008203,0.003906,-1.04258
55:11.3,-0.006641,0.011719,-1.04297
55:11.8,-0.00625,0.007422,-1.04102
55:12.3,-0.007812,0.007812,-1.03984
55:12.8,-0.007812,0.007812,-1.04023
55:13.3,-0.007812,0.007422,-1.03828
55:13.8,-0.008203,0.007812,-1.03984
55:14.3,-0.008984,0.004687,-1.04062
55:14.8,-0.008594,0.007422,-1.04141
55:15.3,-0.006641,0.005078,-1.04297
55:15.8,-0.007812,0.005078,-1.03984
55:16.3,-0.008203,0.008594,-1.04062
55:16.8,-0.007422,0.007812,-1.04219
55:17.3,-0.009766,0.008594,-1.03555
55:17.8,-0.009375,0.007812,-1.04336
55:18.3,-0.003906,0.005859,-1.04258
55:18.8,-0.007812,0.008203,-1.04062
55:19.3,-0.00625,0.007812,-1.04375
55:19.8,-0.005469,0.007422,-1.04219
55:20.3,-0.009375,0.007812,-1.03906
55:20.8,-0.009375,0.007812,-1.03867
55:21.3,-0.009375,0.007812,-1.04297
55:21.8,-0.007812,0.007422,-1.04102
55:22.3,-0.008203,0.007031,-1.04609
55:22.8,-0.007812,0.007812,-1.04102
55:23.3,-0.007812,0.004687,-1.03945
55:23.8,-0.008984,0.008594,-1.04297
55:24.3,-0.009375,0.008203,-1.04375
55:24.8,-0.007812,0.007812,-1.03867
55:25.3,-0.007812,0.007812,-1.04336
55:25.8,-0.00625,0.007812,-1.03906
55:26.3,-0.006641,0.008594,-1.03984
55:26.8,-0.007812,0.007812,-1.04023
55:27.3,-0.010156,0.00625,-1.04062
55:27.8,-0.008203,0.009766,-1.04102
55:28.3,-0.007031,0.003906,-1.03906
55:28.8,-0.008594,0.00625,-1.04102
55:29.3,-0.010547,0.005078,-1.03828
55:29.8,-0.008203,0.007812,-1.0418
55:30.3,-0.005469,0.008203,-1.04141
55:30.8,-0.005469,0.004687,-1.04219
55:31.3,-0.005469,0.005078,-1.03867
55:31.8,-0.007812,0.007812,-1.04297
55:32.3,-0.009766,0.007812,-1.03828
55:32.8,-0.007812,0.004297,-1.03906
55:33.3,-0.008594,0.005469,-1.03945
55:33.8,-0.007812,0.004297,-1.0375
55:34.3,-0.007422,0.003906,-1.0375
55:34.8,-0.007812,0.003906,-1.03789
55:35.3,-0.007812,0.003516,-1.03789
55:35.8,-0.007812,0.004297,-1.03789
55:36.3,-0.007812,0.008203,-1.03906
55:36.8,-0.006641,0.003906,-1.03945
55:37.3,-0.006641,0.005469,-1.03828
55:37.8,-0.007422,0.004297,-1.03789
55:38.3,-0.009375,0.006641,-1.04102
55:38.8,-0.005078,0.007812,-1.04062
55:39.3,-0.009375,0.00625,-1.04102
55:39.8,-0.010156,0.008203,-1.04414
55:40.3,-0.009375,0.008203,-1.0418
55:40.8,-0.009766,0.007812,-1.03945
55:41.3,-0.009766,0.008594,-1.04062
55:41.8,-0.011328,0.008594,-1.04453
55:42.3,-0.004687,0.003906,-1.03828
55:42.8,-0.007812,0.003906,-1.04375
55:43.3,-0.00625,0.003906,-1.0375
55:43.8,-0.007422,0.006641,-1.04375
