Rep,karmKarp,karmKarpTime,rand1,rand1Time,hill1,hill1Time,anneal1,anneal1Time,rand2,rand2Time,hill2,hill2Time,anneal2,anneal2Time
85,59616,0,67056906,70,370636486,10,250699342,41,210,619,197402,514,480,812
86,188051,0,23677717,69,196811899,12,112572565,43,3,607,124315801,514,763,800
87,115509,0,565940169,66,126952335,9,191593475,42,27,609,558759,516,325,790
88,36150,0,119594626,72,67681152,12,81786964,42,94,639,7275546,529,126,787
89,418289,0,221942089,70,659364485,11,770771511,44,15,603,3173411,509,93,799
90,17327,0,598742633,66,133805019,9,79007423,44,17,595,2029231,506,81,788
91,310710,0,86135694,66,374760878,9,33250258,40,50,591,4070194,504,574,776
92,76181,0,9192739,65,766885715,10,7635381,41,115,593,416833,502,493,780
93,286455,0,217993657,68,216385461,10,20261651,40,91,597,5406915,501,43,776
94,73152,0,242867910,68,111266838,10,1010133030,40,6,612,3170264,506,114,771
95,240510,0,5869306,68,160296746,9,214498786,41,108,591,5663372,498,2,774
96,10156,0,64727106,65,342102010,9,64589670,44,22,604,7383424,538,188,1016
97,208071,0,136820105,66,406542135,10,94694559,42,39,632,1422453,529,179,839
98,35038,0,267236182,68,54698882,11,619526786,43,82,673,6512828,558,474,1141
99,16623,0,93327569,69,67928271,9,587167325,43,55,703,147976395,527,17,892
,,,,,,,,,,,,,,
,226412.87,0.03,141603447.2,67.02,319415131.5,9.89,282940475.5,41.55,80.39,602.62,9317383.95,506.83,233.81,794.08
